College Name,MTCU Title,Head Count - Fall
St. Lawrence College,Digital Arts For Musicians,61
St. Lawrence College,Early Childhood Education,252
St. Lawrence College,Electrical Engineering Technician,91
St. Lawrence College,Energy Systems Engineering Technician,14
St. Lawrence College,Energy Systems Engineering Technology,53
St. Lawrence College,Environmental Technician,31
St. Lawrence College,Esthetician,35
St. Lawrence College,Fine Arts And Crafts,23
St. Lawrence College,Fitness And Health Promotion,120
St. Lawrence College,Game Design And Development,42
St. Lawrence College,General Arts And Science,118
St. Lawrence College,General Arts And Science - One-year,183
St. Lawrence College,General Construction Carpentry Techniques,74
St. Lawrence College,Graphic Design,123
St. Lawrence College,Hair Stylist,73
St. Lawrence College,Health Records Administration,22
St. Lawrence College,Hospitality And Tourism Management,54
St. Lawrence College,Hospitality Management,34
St. Lawrence College,Indigenous Community Health Approaches (enionkwatakariteke),N/A
St. Lawrence College,Instrumentation Engineering Technician,14
St. Lawrence College,Instrumentation Engineering Technology,35
St. Lawrence College,Interactive Marketing Communications,N/A
St. Lawrence College,Journalism - Print,22
St. Lawrence College,Law Clerk,29
St. Lawrence College,Mechanical Technician,34
St. Lawrence College,Medical Laboratory Assistant,42
St. Lawrence College,Medical Laboratory Technology,110
St. Lawrence College,Motive Power Technician,N/A
St. Lawrence College,Music Theatre - Performance,87
St. Lawrence College,Office Administration - General,23
St. Lawrence College,Office Administration - Legal,77
St. Lawrence College,Office Administration - Medical,60
St. Lawrence College,Paramedic,83
St. Lawrence College,Personal Support Worker,54
St. Lawrence College,Police Foundations,322
St. Lawrence College,Practical Nursing,372
St. Lawrence College,Pre-service Firefighter Education And Training,28
St. Lawrence College,Preparatory Health Sciences,127
St. Lawrence College,Social Service Worker,273
St. Lawrence College,Veterinary Technology,112
St. Lawrence College,Welding Engineering Technician,N/A
St. Lawrence College,Welding Techniques,21
St. Lawrence College,Wind Turbine Technician,27
