#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,COLL_RGN_CD,COLL_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,B-80202,B,B06,-1,-1,5,4,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,D-52936,B,B12,-1,-1,5,6,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,D-52803,B,B07,-1,-1,5,3,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,A-62900,B,B12,-1,-1,5,3,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,D-53205,B,B16,-1,-1,5,4,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,D-52900,B,B12,-1,-1,5,4,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,D-52316,B,B04,-1,-1,5,4,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,A-60200,B,B06,-1,-1,5,4,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,G-70231,B,B14,-1,-1,4,3,6561,"Image, social and other personal consultants","Conseillers/conseillères imagistes, conseillers mondains/conseillères mondaines et autres conseillers/conseillères en soins personnalisés"
Program,D-52937,A,A03,-1,-1,4,5,6561,"Image, social and other personal consultants","Conseillers/conseillères imagistes, conseillers mondains/conseillères mondaines et autres conseillers/conseillères en soins personnalisés"
Cl,-1,A,A03,-1,-1,1,33,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,G-73403,A,A03,-1,-1,1,100,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,G-71809,A,A05,-1,-1,1,50,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,C-42937,A,A03,-1,-1,1,67,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,A-63401,A,A03,-1,-1,1,91,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,D-52937,A,A03,-1,-1,1,34,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,D-53401,A,A03,-1,-1,1,87,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,C-43400,A,A03,-1,-1,2,5,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,D-53400,A,A03,-1,-1,2,3,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,G-71912,A,A03,-1,-1,3,13,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,C-41800,A,A05,-1,-1,3,9,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,D-51800,A,A05,-1,-1,4,6,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Cl,-1,H,H02,-1,-1,2,14,6563,Pet groomers and animal care workers,Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux
Program,C-41602,H,H02,-1,-1,1,62,6563,Pet groomers and animal care workers,Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux
Program,C-41603,H,H02,-1,-1,1,43,6563,Pet groomers and animal care workers,Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux
Program,A-61603,H,H02,-1,-1,2,2,6563,Pet groomers and animal care workers,Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux
Program,D-51603,H,H02,-1,-1,2,3,6563,Pet groomers and animal care workers,Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux
Program,D-53703,T,T03,-1,-1,5,4,6563,Pet groomers and animal care workers,Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux
Program,C-43200,B,B17,-1,-1,3,6,6611,Cashiers,Caissiers/caissières
Program,A-61912,A,A02,-1,-1,3,5,6611,Cashiers,Caissiers/caissières
Program,C-42401,B,B07,-1,-1,3,11,6611,Cashiers,Caissiers/caissières
Program,D-51634,H,H01,-1,-1,4,2,6611,Cashiers,Caissiers/caissières
Program,G-71005,T,T07,-1,-1,4,4,6611,Cashiers,Caissiers/caissières
Program,C-43203,B,B17,-1,-1,4,2,6611,Cashiers,Caissiers/caissières
Program,C-44700,A,A09,-1,-1,4,3,6611,Cashiers,Caissiers/caissières
Program,A-61913,A,A02,-1,-1,5,5,6611,Cashiers,Caissiers/caissières
Program,C-41624,H,H03,-1,-1,5,3,6611,Cashiers,Caissiers/caissières
Program,D-51304,T,T03,-1,-1,5,2,6611,Cashiers,Caissiers/caissières
Program,C-49625,A,A09,-1,-1,1,25,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,G-71913,A,A02,-1,-1,2,17,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,A-63401,A,A03,-1,-1,2,9,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-40511,B,B01,-1,-1,2,17,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,A-68905,T,T19,-1,-1,3,3,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,D-51800,A,A05,-1,-1,4,6,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,G-70512,B,B01,-1,-1,4,4,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-41609,H,H03,-1,-1,4,1,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-41911,A,A02,-1,-1,5,7,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-40205,A,A09,-1,-1,5,4,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,G-70233,B,B06,-1,-1,5,5,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,D-50217,B,B06,-1,-1,1,100,6623,Other sales related occupations,Autre personnel assimilé des ventes
Program,C-45505,T,T09,-1,-1,3,5,6623,Other sales related occupations,Autre personnel assimilé des ventes
Program,G-70236,B,B06,-1,-1,4,1,6623,Other sales related occupations,Autre personnel assimilé des ventes
Program,B-80100,B,B07,-1,-1,4,8,6623,Other sales related occupations,Autre personnel assimilé des ventes
Program,A-62907,B,B12,-1,-1,5,3,6623,Other sales related occupations,Autre personnel assimilé des ventes
Co,-1,-1,-1,GTA,CENT,5,3,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Cl,-1,B,B05,-1,-1,4,6,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Cl,-1,B,B17,-1,-1,4,9,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-59650,A,A14,-1,-1,1,13,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43203,B,B17,-1,-1,1,60,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43205,B,B16,-1,-1,2,10,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,A-63204,B,B17,-1,-1,2,17,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43113,B,B17,-1,-1,2,25,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-40205,A,A09,-1,-1,2,8,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-71112,B,B05,-1,-1,2,29,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,D-52303,H,H01,-1,-1,2,22,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-73204,B,B17,-1,-1,2,15,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,D-53204,B,B17,-1,-1,2,24,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,A-61911,A,A02,-1,-1,3,6,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43108,B,B17,-1,-1,3,6,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-40231,B,B14,-1,-1,3,6,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43201,B,B17,-1,-1,3,11,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-73200,B,B17,-1,-1,3,11,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-71471,H,H04,-1,-1,3,8,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,D-53209,B,B17,-1,-1,3,11,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-70233,B,B06,-1,-1,3,7,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-43106,B,B05,-1,-1,3,8,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
