#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,COLL_RGN_CD,COLL_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,B-80719,A,A17,-1,-1,3,9,4153,"Family, marriage and other related counsellors","Thérapeutes conjugaux/thérapeutes conjugales, thérapeutes familiaux/thérapeutes familiales et autres conseillers assimilés/conseillères assimilées"
Program,A-60719,A,A17,-1,-1,3,8,4153,"Family, marriage and other related counsellors","Thérapeutes conjugaux/thérapeutes conjugales, thérapeutes familiaux/thérapeutes familiales et autres conseillers assimilés/conseillères assimilées"
Program,B-83007,A,A10,-1,-1,4,8,4153,"Family, marriage and other related counsellors","Thérapeutes conjugaux/thérapeutes conjugales, thérapeutes familiaux/thérapeutes familiales et autres conseillers assimilés/conseillères assimilées"
Program,A-60701,A,A13,-1,-1,5,2,4153,"Family, marriage and other related counsellors","Thérapeutes conjugaux/thérapeutes conjugales, thérapeutes familiaux/thérapeutes familiales et autres conseillers assimilés/conseillères assimilées"
Program,G-70732,A,A17,-1,-1,4,7,4154,Professional occupations in religion,Personnel professionnel relié à la religion
Program,B-83007,A,A10,-1,-1,2,15,4155,Probation and parole officers and related occupations,Agents/agentes de probation et de libération conditionnelle et personnel assimilé
Program,G-70902,A,A17,-1,-1,3,1,4155,Probation and parole officers and related occupations,Agents/agentes de probation et de libération conditionnelle et personnel assimilé
Program,B-80705,A,A10,-1,-1,3,6,4155,Probation and parole officers and related occupations,Agents/agentes de probation et de libération conditionnelle et personnel assimilé
Program,D-50705,A,A10,-1,-1,3,3,4155,Probation and parole officers and related occupations,Agents/agentes de probation et de libération conditionnelle et personnel assimilé
Program,B-83008,A,A10,-1,-1,4,2,4155,Probation and parole officers and related occupations,Agents/agentes de probation et de libération conditionnelle et personnel assimilé
Program,G-73016,A,A10,-1,-1,5,1,4155,Probation and parole officers and related occupations,Agents/agentes de probation et de libération conditionnelle et personnel assimilé
Cl,-1,A,A17,-1,-1,3,5,4156,Employment counsellors,Conseillers/conseillères en emploi
Program,C-40200,B,B06,-1,-1,1,10,4156,Employment counsellors,Conseillers/conseillères en emploi
Program,G-70913,A,A17,-1,-1,1,65,4156,Employment counsellors,Conseillers/conseillères en emploi
Program,D-50913,A,A17,-1,-1,1,63,4156,Employment counsellors,Conseillers/conseillères en emploi
Program,G-70724,A,A17,-1,-1,3,13,4156,Employment counsellors,Conseillers/conseillères en emploi
Program,D-50721,A,A17,-1,-1,3,3,4156,Employment counsellors,Conseillers/conseillères en emploi
Program,G-70739,A,A17,-1,-1,4,5,4156,Employment counsellors,Conseillers/conseillères en emploi
Program,A-62611,B,B15,-1,-1,5,1,4156,Employment counsellors,Conseillers/conseillères en emploi
Program,D-54204,T,T11,-1,-1,1,10,4161,"Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées"
Program,G-73009,A,A10,-1,-1,1,13,4161,"Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées"
Program,G-72011,A,A01,-1,-1,2,17,4161,"Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées"
Program,G-70216,B,B06,-1,-1,3,5,4161,"Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées"
Program,A-64203,T,T11,-1,-1,3,17,4161,"Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées"
Program,G-72703,T,T11,-1,-1,3,5,4161,"Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées"
Program,G-72700,T,T11,-1,-1,3,9,4161,"Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées"
Program,A-68205,T,T04,-1,-1,4,5,4161,"Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées"
Program,A-62611,B,B15,-1,-1,5,1,4161,"Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées"
Program,A-65503,T,T09,-1,-1,5,5,4161,"Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées"
Program,G-70102,B,B07,-1,-1,2,8,4162,Economists and economic policy researchers and analysts,"Économistes, recherchistes et analystes des politiques économiques"
Program,G-70100,B,B07,-1,-1,4,3,4162,Economists and economic policy researchers and analysts,"Économistes, recherchistes et analystes des politiques économiques"
Program,B-80509,T,T06,-1,-1,5,3,4162,Economists and economic policy researchers and analysts,"Économistes, recherchistes et analystes des politiques économiques"
Cl,-1,A,A16,-1,-1,5,2,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-70717,A,A17,-1,-1,1,32,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-72106,A,A04,-1,-1,2,20,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-72890,B,B12,-1,-1,2,8,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-72901,B,B12,-1,-1,2,6,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-70519,B,B01,-1,-1,3,14,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-70216,B,B06,-1,-1,3,5,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-72000,A,A01,-1,-1,3,9,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-70243,A,A16,-1,-1,3,2,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-70203,B,B06,-1,-1,4,8,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-72204,B,B12,-1,-1,4,3,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,A-63002,A,A10,-1,-1,5,2,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,A-63205,B,B16,-1,-1,5,7,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Cl,-1,A,A19,-1,-1,2,3,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Cl,-1,B,B10,-1,-1,4,8,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,D-50704,A,A19,-1,-1,2,8,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,G-71621,H,H01,-1,-1,2,6,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,G-71470,H,H04,-1,-1,2,13,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,G-70739,A,A17,-1,-1,2,9,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,D-50227,B,B10,-1,-1,2,18,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,D-50904,A,A17,-1,-1,2,14,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,G-70203,B,B06,-1,-1,2,11,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,B-81211,A,A12,-1,-1,3,3,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,G-70216,B,B06,-1,-1,3,5,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,B-82611,B,B15,-1,-1,3,2,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,B-80701,A,A13,-1,-1,5,2,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,D-50703,A,A17,-1,-1,5,2,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Program,G-70227,B,B10,-1,-1,5,7,4164,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales"
Cl,-1,T,T03,-1,-1,2,16,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-79804,H,H03,-1,-1,1,33,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71305,T,T03,-1,-1,1,48,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71306,T,T03,-1,-1,1,79,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71617,H,H01,-1,-1,2,14,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,D-51645,H,H03,-1,-1,2,2,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71439,H,H04,-1,-1,2,3,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71637,H,H01,-1,-1,2,1,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-72208,A,A15,-1,-1,2,15,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,B-82199,H,H01,-1,-1,3,14,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71643,B,B02,-1,-1,4,7,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-71651,H,H01,-1,-1,4,6,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,B-81643,B,B02,-1,-1,4,8,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,C-41605,T,T10,-1,-1,5,3,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-72209,A,A15,-1,-1,5,7,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,D-51643,B,B02,-1,-1,5,4,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,G-70717,A,A17,-1,-1,5,5,4165,"Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé"
Program,B-81211,A,A12,-1,-1,2,6,4166,"Education policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement"
Program,D-50703,A,A17,-1,-1,3,4,4166,"Education policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement"
Program,G-70236,B,B06,-1,-1,4,1,4166,"Education policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement"
Program,G-72003,A,A01,-1,-1,5,3,4166,"Education policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement"
Program,B-80103,B,B07,-1,-1,5,2,4166,"Education policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement"
Program,D-56500,A,A18,-1,-1,5,6,4166,"Education policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement"
Cl,-1,A,A15,-1,-1,3,5,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,D-59625,A,A09,-1,-1,1,14,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,D-52219,A,A15,-1,-1,1,25,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,G-71470,H,H04,-1,-1,2,13,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,G-72231,A,A15,-1,-1,2,8,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,A-62209,A,A15,-1,-1,2,6,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,D-52203,A,A15,-1,-1,2,9,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,G-71490,A,A17,-1,-1,3,14,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,B-82200,H,H01,-1,-1,3,2,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,G-72206,A,A15,-1,-1,3,9,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,D-50729,A,A17,-1,-1,4,5,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,B-80701,A,A13,-1,-1,5,2,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,D-50703,A,A17,-1,-1,5,2,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,D-52206,A,A15,-1,-1,5,8,4167,"Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique"
Program,G-71470,H,H04,-1,-1,2,13,4169,"Other professional occupations in social science, n.e.c.","Autres professionnels/professionnelles des sciences sociales, n.c.a."
Dv,-1,B,-1,-1,-1,4,4,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Co,-1,-1,-1,GTA,SENE,4,3,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Cl,-1,B,B15,-1,-1,1,57,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Cl,-1,B,B03,-1,-1,2,6,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,G-70708,A,A17,-1,-1,1,11,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,B-82611,B,B15,-1,-1,1,45,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,G-72614,B,B15,-1,-1,1,66,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,D-52613,B,B15,-1,-1,1,56,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,D-52611,B,B15,-1,-1,1,61,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,C-42905,B,B12,-1,-1,2,13,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,D-52610,B,B15,-1,-1,2,17,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,D-52306,B,B03,-1,-1,2,7,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,A-62611,B,B15,-1,-1,2,32,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,B-80705,A,A10,-1,-1,4,3,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,D-52805,B,B06,-1,-1,4,5,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,G-73016,A,A10,-1,-1,5,1,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Program,C-42305,B,B03,-1,-1,5,3,4211,Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé
Dv,-1,A,-1,-1,-1,2,13,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,N,CANA,1,7,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,N,CONF,1,9,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,SW,FANS,1,6,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,N,NORT,2,11,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,SE,SSFL,2,5,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,CE,GEOR,2,4,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,SE,LOYT,2,15,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,N,SAUL,3,6,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,SE,LACI,3,5,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,SE,SLAW,3,8,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,CE,MOHA,3,5,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,SE,ALGO,3,4,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,GTA,HUMB,3,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,CE,NIAG,4,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,GTA,DURH,4,5,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,N,CAMB,5,4,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,SW,STCL,5,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Co,-1,-1,-1,GTA,SHER,5,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Sy,-1,-1,-1,-1,-1,3,4,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Rg,-1,-1,-1,SW,-1,2,5,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Rg,-1,-1,-1,SE,-1,2,6,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Rg,-1,-1,-1,N,-1,3,6,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Rg,-1,-1,-1,CE,-1,3,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Rg,-1,-1,-1,GTA,-1,3,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Cl,-1,A,A19,-1,-1,1,71,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Cl,-1,A,A14,-1,-1,1,59,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Cl,-1,A,A13,-1,-1,1,65,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Cl,-1,A,A17,-1,-1,1,47,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Cl,-1,A,A10,-1,-1,2,9,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Cl,-1,A,A12,-1,-1,5,1,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Cl,-1,H,H04,-1,-1,5,1,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,B-82006,A,A01,-1,-1,1,33,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,B-81912,A,A02,-1,-1,1,33,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,A-62203,A,A15,-1,-1,1,100,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50258,A,A17,-1,-1,1,50,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70708,A,A17,-1,-1,1,11,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,C-40200,B,B06,-1,-1,1,10,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,C-41621,H,H01,-1,-1,1,100,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,C-48206,T,T04,-1,-1,1,50,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,C-40719,A,A09,-1,-1,1,21,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,C-41641,A,A14,-1,-1,1,100,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70732,A,A17,-1,-1,1,20,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70901,A,A17,-1,-1,1,60,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70724,A,A17,-1,-1,1,33,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70740,A,A17,-1,-1,1,70,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71621,H,H01,-1,-1,1,50,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70739,A,A17,-1,-1,1,41,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50704,A,A19,-1,-1,1,83,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70705,A,A10,-1,-1,1,67,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50722,A,A19,-1,-1,1,67,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50904,A,A17,-1,-1,1,73,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50703,A,A17,-1,-1,1,39,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,B-80719,A,A17,-1,-1,1,49,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50733,A,A17,-1,-1,1,73,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70733,A,A17,-1,-1,1,64,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50728,A,A17,-1,-1,1,43,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70902,A,A17,-1,-1,1,66,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50705,A,A10,-1,-1,1,55,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-51641,A,A14,-1,-1,1,60,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,A-60701,A,A13,-1,-1,1,68,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50721,A,A17,-1,-1,1,66,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-53001,A,A10,-1,-1,2,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,A-60735,A,A17,-1,-1,2,13,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71200,A,A17,-1,-1,2,4,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70211,B,B06,-1,-1,2,6,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-52109,H,H01,-1,-1,2,17,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71470,H,H04,-1,-1,2,13,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,B-83007,A,A10,-1,-1,2,15,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,B-80705,A,A10,-1,-1,2,9,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,B-80701,A,A13,-1,-1,2,8,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-51237,A,A12,-1,-1,2,16,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,A-60719,A,A17,-1,-1,2,21,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70711,A,A17,-1,-1,2,14,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-72004,A,A01,-1,-1,3,13,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71214,A,A12,-1,-1,3,4,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,B-82206,A,A15,-1,-1,3,11,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-51200,A,A17,-1,-1,3,5,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
