Variable Name (Nom de la variable),Description English,Description français,Code,Code Description English,Description du code français
,,,,,
#AGGR_TYPE_CD,Aggregation level of record,Niveau de l'enregistrement de l'agrégation,Cl,Occupational cluster,Groupe de programme 
,,,Co,College,Collège
,,,Dv,Occupational division,Le domaine d' études 
,,,Program,Program,Programme 
,,,Rg,Region,Région
,,,Sy,"System (i.e., province)",Système
,,,,,
S_MTCU,Program code,Code de programme,A-60100,Business Administration - Accounting,Administration des affaires - comptabilité
,,,G-72007,Technical Writer - Graduate Certificate,Rédaction technique - P.D.,,,
,,,G-72010,3D Video Production,Production de vidéos - tridimensionelle,,,
,,,G-72011,Environmental Visual Communication,Communication visuelle de l'environnement,,,
,,,G-72012,Communications - Professional Writing,Communications - Professional Writing,,,
,,,G-72100,Advertising - Media Marketing And Sales,Publicité-ventes et marketing médias,,,
,,,G-72104,Advertising - Account Management,Publicité-gestion des comptes,,,
,,,G-72105,Advertising - Media Copywriting,Rédaction publicitaire,,,
,,,G-72106,Interactive Marketing Communications,Communications interactives en marketing,,,
,,,G-72204,Sports Marketing,Marchandisage des sports,,,
,,,G-72205,Event Management,Gestion de festivals et d'événements communautaires,,,
,,,G-72206,Recreation For Special Populations,Loisirs - concentration troisième âge,,,
,,,G-72208,Wellness And Lifestyle Management,Bien-être et style de vie,,,
,,,G-72209,Exercise Science And Lifestyle Management,Science des exercices et gestion du style de vie,,,
,,,G-72211,Sports Management,Gestion des activités sportives - P.D.,,,
,,,G-72231,Sport Business Management,Gestion d'entreprises sportives,,,
,,,G-72614,Court And Administrative Tribunal Agent,Agent de cour et de tribunal administratif,,,
,,,G-72616,Legal Research and Information Management,Recherche juridique et gestion de l'information,,,
,,,G-72700,Environmental Control,Contrôle environnemental,,,
,,,G-72703,Environmental Studies,Études environnementales,,,
,,,G-72705,Advanced Water and Wastewater Treatment,Traitement des eaux et des eaux usées avancé,,,
,,,G-72706,Environmental Management,Gestion de l'environnement,,,
,,,G-72708,Aquaculture,Aquaculture,,,
,,,G-72709,Wildlife Management,Aménagement de la faune,,,
,,,G-72711,Sustainable Agriculture,Agriculture durable,,,
,,,G-72801,Personal Financial Services,Services de finances personnelles,,,
,,,G-72811,Risk Management,Gestion des risques,,,
,,,G-72890,Brand Management,Gestion de marque,,,
,,,G-72900,Marketing Management,Gestion du marketing,,,
,,,G-72901,Strategic Relationship Marketing,Relations stratégiques en marketing,,,
,,,G-72909,International Fashion Development And Management,Gestion de la production de vêtement au niveau international,,,
,,,G-72939,Technical Sales Specialist,Technico-commercial,,,
,,,G-73002,Information Systems Security,Sécurité des systèmes informatiques,,,
,,,G-73009,Emergency Management,Gestion des situations d'urgence,,,
,,,G-73016,Advanced Security Management,Gestion avancée en sécurité,,,
,,,G-73106,Advanced Baking And Pastry Arts,Arts de la cuisson des aliments et des pâtisseries-niveau avancé,,,
,,,G-73107,Culinary Arts - Italian,Arts culinaires - cuisine italienne,,,
,,,G-73109,Culinary Arts - French,Cuisine française d'établissement,,,
,,,G-73114,Advanced French Patisserie,Pâtisserie française (avancée),,,
,,,G-73200,Resort And Restaurant Management,Gestion de villégiatures et de restaurants,,,
,,,G-73201,Hospitality Management - Graduate Certificate,Gestion de l'industrie hôtelière - P.D.,,,
,,,G-73203,Concierge Services - Guest Relations Specialist,Services de conciergerie-relations avec la clientèle,,,
,,,G-73204,Food Service Supervisor,Supervision des services alimentaires - P.D.,,,
,,,G-73212,Culture and Heritage Site Management,Gestion des sites culturelle et historique,,,
,,,G-73402,Spa Management,Gestion de station santé,,,
,,,G-73403,Medical Skin Care Therapies,Thérapies de soins de la peau médical,,,
,,,G-73702,Food Safety and Quality Assurance - Food processing,Salubrité des aliments et l.assurance de la qualité- Transformation des aliments,,,
,,,G-74200,Natural Resources - Law Enforcement,Richesses naturelle-application de la loi,,,
,,,G-74300,Woodworking Manufacturing Management,Gestion de la fabrication des produits du bois,,,
,,,G-74901,Pressure Systems Welding,Soudage de la pression des systèmes,,,
,,,G-75206,Embedded Systems Development,Développement des systèmes embarqués,,,
,,,G-75503,Sustainable Systems,Systèmes durables,,,
,,,G-75700,Wireless Telecommunications,Télécommunications sans fil,,,
,,,G-75702,Wireless Information Networking,Réseautage informatique sans fil,,,
,,,G-76500,Interdisciplinary Design Strategy,Stratégie de conception interdisciplinaire,,,
,,,G-77002,Manufacturing Management,Gestion de la fabrication,,,
,,,G-78200,Residential Construction Management,Gestion de la construction résidentielle,,,
,,,G-78205,Green Architecture,Architecture écologique,,,
,,,G-78222,Construction Management,Gestion de la construction,,,
,,,G-78223,Construction Project Management,Gestion de projets de construction,,,
,,,G-78401,Airline Pilot Flight Operations,Opérations aériennes de pilote de ligne aérienne,,,
,,,G-78902,Logistics And Supply Chain Management,Logistique,,,
,,,G-79000,Book And Magazine Publishing - Graduate Certificate,Édition de livres et de magazines - P.D.
,,,G-79001,Creative Book Publishing,Innovation dans les domaines de la publication et de l'édition
,,,G-79401,Post-production,Postproduction audiovisuelle
,,,G-79402,Advanced Television And Film,Production télévisuelle et cinématographique avancée
,,,G-79403,Media Arts - Interactive Multimedia,Arts des médias - multimédia interactif
,,,G-79405,Digital Design - Game Design,Conception numérique-création de jeux électroniques
,,,G-79406,VFX and Digital Cinema,VFX et le cinéma numérique
,,,G-79410,Interactive Digital Media,Média numériques interactifs
,,,G-79804,Occupational Health and Safety Management,Gestion de la santé et sécurité au travail
,,,Stud_Sat_Suppressed,Student Satisfaction data uncategorized at the occupational division level due to suppression rules ,
,,,-1,Data not available,
,,,,,
OCCPTN_GRP_CD,Occupational division code,Code de domaine d'études,A,Applied Arts,Arts Appliqués
,,,B,Business,Commerce
,,,H,Health,Santé
,,,T,Tecnology,Technologie
,,,Stud_Sat_Suppressed,Student Satisfaction data uncategorized at the occupational division level due to suppression rules ,
,,,-1,Data not available,Données non disponibles
,,,,,
OCCPTN_SGRP_CD,Occupational cluster code,Code de groupes de programmes,,,
,,,A01,Media,Médias
,,,A02,Performing Arts,Arts dramatiques
,,,A03,Fashion,Techniques et création de mode
,,,A04,Advertising and Design,Publicité et design
,,,A05,Art,Beaux-arts
,,,A06,Crafts,Artisanat
,,,A07,Graphic Arts Printing,Création et production graphique
,,,A08,Horticulture,Horticulture
,,,A09,Preparatory Upgrading,Recyclage et cours préparatoires
,,,A10,Law and Security,Loi et sécurité
,,,A11,Library,Bibliothéconomie
,,,A12,Education,Enseignement
,,,A13,Child/Youth Worker,Travail auprès des enfants et des jeunes,,,
,,,A14,Developmental Services Worker,Réadaptation,,,
,,,A15,Recreation Fitness,Conditionnement physique et loisirs,,,
,,,A16,Public Relations,Relation publiques,,,
,,,A17,Social Services,Services sociaux,,,
,,,A18,Community Planning,Techniques d'urbanisme,,,
,,,A19,Native Community Worker,Travail communautaire auprès des autochtones,,,
,,,B01,Business Computer,Informatique de gestion,,,
,,,B02,Office Administration - Health,Administration de bureau - médical,,,
,,,B03,Office Administration - Legal,Administration de bureau - juridique,,,
,,,B04,Office Administration,Administration de bureau,,,
,,,B05,Culinary Arts,Arts culinaires,,,
,,,B06,Business Management,Commerce - gestion,,,
,,,B07,Accounting/Finance,Comptabilité financière,,,
,,,B10,Government Real Estate,Immobilier,,,
,,,B11,Human Resources Industrial Relations,Ressources humaines/relations industrielles,,,
,,,B12,Marketing Retail Sales,Marketing et commerce de détail,,,
,,,B13,Materials Management,Gestion de stocks,,,
,,,B14,Small Business,Petites entreprises,,,
,,,B15,Business Legal,Droit commercial,,,
,,,B16,Travel/Tourism,Voyage/tourisme,,,
,,,B17,Hospitality Management,Industrie de l'accueil - gestion,,,
,,,B18,Aviation Management,Aviation - gestion,,,
,,,H01,Health - Miscellaneous,Santé/divers,,,
,,,H02,Animal Care,Soins des animaux,,,
,,,H03,Health Technology,Technologie de la santé,,,
,,,H04,Nursing Related,Soins infirmiers et programmes connexes,,,
,,,T01,Architectural,Architecture,,,
,,,T02,Automotive,Véhicules moteurs,,,
,,,T03,Chemical/Biological,Chimie et biologie,,,
,,,T04,Civil,Génie civil,,,
,,,T05,Drafting,Dessin industriel,,,
,,,T06,Electronics,Électronique,,,
,,,T07,Industrial,Génie industriel,,,
,,,T08,Instrumentation,Instruments de précision,,,
,,,T09,Mechanical,Mécanique,,,
,,,T10,Power,Production d'énergie,,,
,,,T11,Resources,Richesses naturelles,,,
,,,T12,Furniture Wood Products,Ameublement et produits du bois,,,
,,,T13,Welding,Soudage,,,
,,,T14,Aviation (Maintenance),Aviation (entretien des appareils),,,
,,,T15,Aviation (Flight),Aviation (vols),,,
,,,T16,Machining,Usinage,,,
,,,T17,Marine,Technologie maritime,,,
,,,T18,Geology/Mining,Géologie et mines,,,
,,,T19,Technology Micellaneous,Technologie - divers,,,
,,,Stud_Sat_Suppressed,Student Satisfaction data uncategorized at the occupational cluster level due to suppression rules,,,,
,,,-1,Data not available,Données non disponibles,,,
,,,,,
COLL_CD,College Code,Code de collège,ALGO,Algonquin College of Applied Arts and Technology,Algonquin College of Applied Arts and Technology
,,,BORE,Collège Boréal,Collège Boréal
,,,CAMB,Cambrian College of Applied Arts and Technology,Cambrian College of Applied Arts and Technology
,,,CANA,Canadore College of Applied Arts and Technology,Canadore College of Applied Arts and Technology
,,,CENT,Centennial College,Centennial College
,,,CONF,Confederation College of Applied Arts and Technology,Confederation College of Applied Arts and Technology
,,,CONS,Conestoga College Institute of Technology and Advaned Learning,Conestoga College Institute of Technology and Advaned Learning
,,,DURH,Durham College of Applied Arts and Technology,Durham College of Applied Arts and Technology
,,,FANS,Fanshawe College of Applied Arts and Technology,Fanshawe College of Applied Arts and Technology
,,,GEOR,Georgian College of Applied Arts and Technology,Georgian College of Applied Arts and Technology
,,,GRBR,George Brown College of Applied Arts and Technology,George Brown College of Applied Arts and Technology
,,,HUMB,Humber College Institute of Technology and Advanced Learning,Humber College Institute of Technology and Advanced Learning
,,,LACI,La Cité collégiale,La Cité collégiale
,,,LAMB,Lambton College of Applied Arts and Technology,Lambton College of Applied Arts and Technology
,,,LOYT,Loyalist College of Applied Arts and Technology,Loyalist College of Applied Arts and Technology
,,,MOHA,Mohawk College of Applied Arts and Technology,Mohawk College of Applied Arts and Technology
,,,NIAG,Niagara College of Applied Arts and Technology,Niagara College of Applied Arts and Technology
,,,NORT,Northern College of Applied Arts and Technology,Northern College of Applied Arts and Technology
,,,SAUL,Sault College of Applied Arts and Technology,Sault College of Applied Arts and Technology
,,,SENE,Seneca College of Applied Arts and Technology,Seneca College of Applied Arts and Technology
,,,SHER,Sheridan College Institute of Technology and Advanced Learning,Sheridan College Institute of Technology and Advanced Learning
,,,SLAW,St. Lawrence College of Applied Arts and Technology,St. Lawrence College of Applied Arts and Technology
,,,SSFL,Fleming College of Applied Arts and Technology,Fleming College of Applied Arts and Technology
,,,STCL,St. Clair College of Applied Arts and Technology,St. Clair College of Applied Arts and Technology
,,,NA,Data not available,Données non disponibles
,,,,,
COLL_RGN_CD,Region Code,Code de la région,N,North,Nord
,,,SW,South West,Sud-Ouest
,,,SE,South East,Sud-Est
,,,GTA,Central - GTA,Centre - RGT
,,,CE,Central - non-GTA,Centre - autre que RGT
,,,NA,Data not available,
,,,,,
ACAD_GRAD_YEAR,Academic Year of Graduation (see FAQs: 'How do the survey dates align?'),Année scolaire ( Consultez aussi FAQs: 'À quelles dates correspondent les périodes de référence?),YYYY-YYYY,,
REPORTING_ACAD_YR,Reporting Year  (see FAQs: 'How do the survey dates align?'),Année de déclaration ( Consultez aussi FAQs: 'À quelles dates correspondent les périodes de référence?),YYYY-YYYY,,

GENDER,Gender ,Sexe,M,Male,Personnes de sexe masculin
,,,F,Female,Personnes de sexe féminin
,,,U ,Unknown,Personnes de sexe inconnue
,,,T,Total,Au total
